Rank,Time,Wind,Name,Date of Birth,Nationality,Event Date
62,10.13,1.3,Churandy MARTINA,03JUL1984,NED,26JUL2014
69,10.14,1.9,John TEETERS,19MAY1993,USA,18APR2014
69,10.14,1.5,Adrian GRIFFITH,11NOV1984,BAH,26APR2014
69,10.14,0.9,Odean SKEEN,28AUG1994,JAM,17MAY2014
69,10.14,1.7,Daniel TALBOT,01MAY1991,GBR,31MAY2014
69,10.14,0.9,Sean SAFOANTWI,31OCT1990,GBR,07JUN2014
69,10.14,0.6,Oshane BAILEY,08SEP1989,JAM,07JUN2014
69,10.14,0.6,Remontay MCCLAIN,21SEP1992,USA,14JUN2014
69,10.14,0.7,Warren FRASER,08JUL1991,BAH,27JUN2014
69,10.14,0.1,Ryota YAMAGATA,10JUN1992,JPN,05SEP2014
78,10.15,1.5,Reginald LEWIS,18AUG1993,USA,29MAR2014
78,10.15,0.9,Andre DEGRASSE,10NOV1994,CAN,17MAY2014
78,10.15,1.7,Kemar HYMAN,11OCT1989,CAY,08JUL2014
78,10.15,2.0,Isidro MONTOYA,03NOV1990,COL,29AUG2014
82,10.16,1.3,Jevaughn MINZIE,20JUL1995,JAM,28MAR2014
82,10.16,1.5,Tevin HESTER,10JAN1994,USA,29MAR2014
82,10.16,1.4,Cordero GRAY,09MAY1989,USA,29MAR2014
82,10.16,1.3,David WINTERS,19FEB1994,USA,12APR2014
82,10.16,1.4,Keith RICKS,09OCT1990,USA,26APR2014
82,10.16,1.0,Devin JENKINS,06FEB1994,USA,16MAY2014
82,10.16,0.0,Brijesh LAWRENCE,27DEC1989,SKN,22JUN2014
82,10.16,0.4,Rae MonzavousEDWARDS,07MAY1981,NGR,11AUG2014
82,10.16,1.9,Ojie EURUN,02JUN1996,GBR,23AUG2014
91,10.17,1.8,Henrico BRUINTJIES,16JUL1993,RSA,11APR2014
91,10.17,1.8,Emre ZaferBARNES,07NOV1988,JAM,24MAY2014
91,10.17,1.8,Yadier LUIS,01MAR1989,CUB,27JUN2014
91,10.17,0.7,Jak AliHARVEY,04MAY1989,TUR,07SEP2014
91,10.17,0.2,Peimeng ZHANG,13MAR1987,CHN,28SEP2014
96,10.18,1.8,Just NTHYMES,24JAN1994,USA,08MAR2014
96,10.18,0.8,Nic BOWENS,28JUN1993,USA,17MAY2014
96,10.18,0.8,Bryce ROBINSON,13NOV1993,USA,30MAY2014
96,10.18,0.9,Deji TOBAIS,31OCT1991,GBR,07JUN2014
96,10.18,-0.8,Ogho OgheneEGWERO,26NOV1988,NGR,13JUN2014
