Rank,Time,Wind,Name,Date of Birth,Nationality,Event Date
64,10.17,1.8,Daniel AlfonsoGRUESO,30JUL1985,COL,25NOV2008
69,10.18,1.7,Jason HEARD,11JUL1983,USA,26APR2008
69,10.18,0.8,Marlon DEVONISH,01JUN1976,GBR,01JUN2008
69,10.18,0.8,Keston BLEDMAN,08MAR1988,TTO,21JUN2008
69,10.18,0.0,Andrey YEPISHIN,10JUN1981,RUS,10JUL2008
69,10.18,1.3,Peter EMELIEZE,19APR1988,NGR,30AUG2008
74,10.19,2.0,Sandro RicardoRODRIGUESVIANA,26MAR1977,BRA,26MAR2008
74,10.19,2.0,Steve MULLINGS,29NOV1982,JAM,05APR2008
74,10.19,1.1,Terrell WILKS,30DEC1989,USA,20JUN2008
74,10.19,0.4,Pierre BROWNE,14JAN1980,CAN,05JUL2008
74,10.19, ,Brian DZINGAI,29APR1981,ZIM,25SEP2008
79,10.2,1.8,Gerald PHIRI,06OCT1988,GBR,19APR2008
79,10.2,2.0,Philippe DEROSIER,11APR1984,USA,24MAY2008
79,10.2,0.4,Ernest WIGGINS,18JUN1982,USA,16JUN2008
79,10.2,1.7,Dwight THOMAS,23SEP1980,JAM,28JUN2008
79,10.2,1.2,Ryan SCOTT,20FEB1987,GBR,17JUL2008
84,10.21,1.2,Uchenna EMEDOLU,17SEP1976,NGR,01MAY2008
84,10.21,-1.1,Jacoby FORD,27JUL1987,USA,30MAY2008
84,10.21,1.7,Emre ZaferBARNES,07NOV1988,JAM,28JUN2008
84,10.21,0.0,Onyeabor NGWOGU,03OCT1983,NGR,01JUL2008
84,10.21,0.8,Joshua NORMAN,26JUL1980,USA,05JUL2008
84,10.21,1.9,Paul HESSION,27JAN1983,IRL,12JUL2008
84,10.21,1.2,Rikki FIFTON,17JUN1985,GBR,17JUL2008
91,10.22,0.7,Bruno LinsTENORIODEBARROS,07JAN1987,BRA,15MAR2008
91,10.22,0.9,Da BryanBLANTON,03JUL1984,USA,01MAY2008
91,10.22,1.4,Mickey GRIMES,10OCT1976,USA,10MAY2008
91,10.22,0.0,Franklin NAZARENO,24APR1987,ECU,29MAY2008
91,10.22,1.8,Michael GARVIN,29SEP1986,USA,30MAY2008
91,10.22,0.0,Nilson AndreDEOLIVEIRA,30JAN1986,BRA,31MAY2008
91,10.22,0.1,Bernard WILLIAMS,19JAN1978,USA,14JUN2008
91,10.22,0.4,Hank PALMER,16MAR1985,CAN,05JUL2008
91,10.22,1.2,Leevan YEARWOOD,10FEB1988,GBR,17JUL2008
91,10.22,0.3,Cruz RolandoPALACIOS,03MAY1987,HON,18JUL2008
