Rank,Time,Wind,Name,Date of Birth,Nationality,Event Date
44,10.06,1.7,Levi AsherCADOGAN,08NOV1995,BAR,20JUN2015
44,10.06,1.0,Jason LIVERMORE,25APR1988,JAM,25JUN2015
44,10.06,-0.2,Churandy MARTINA,03JUL1984,NED,22AUG2015
44,10.06,0.3,Ogho OgheneEGWERO,26NOV1988,NGR,13SEP2015
49,10.07,1.9,John TEETERS,19MAY1993,USA,16MAY2015
49,10.07,1.4,Kendal WILLIAMS,23SEP1995,USA,10JUN2015
49,10.07,0.0,Remontay MCCLAIN,21SEP1992,USA,26JUN2015
49,10.07,1.4,Kemar HYMAN,11OCT1989,CAY,11JUL2015
49,10.07,0.7,Christophe LEMAITRE,11JUN1990,FRA,11JUL2015
49,10.07,-0.8,Trell KIMMONS,13JUL1985,USA,24JUL2015
49,10.07,1.9,Sheldon MITCHELL,19JUL1990,JAM,07AUG2015
56,10.08,0.7,Harry ADAMS,27NOV1989,USA,11APR2015
57,10.09,-0.1,Wilfried KOFFIHUA,12OCT1987,CIV,10MAY2015
57,10.09,-0.1,Kei TAKASE,25NOV1988,JPN,10MAY2015
57,10.09,1.1,Gavin SMELLIE,26JUN1986,CAN,03JUL2015
57,10.09,1.8,Julian REUS,29APR1988,GER,25JUL2015
57,10.09,0.3,Yoshihide KIRYU,15DEC1995,JPN,18OCT2015
62,10.1,0.7,Shavez HART,06SEP1992,BAH,18APR2015
62,10.1,1.7,Jaylen BACON,05AUG1996,USA,08MAY2015
62,10.1,1.4,Aaron BROWN,27MAY1992,CAN,03JUL2015
62,10.1,0.4,Hassan TAFTIAN,04MAY1993,IRI,25JUL2015
66,10.11,0.3,Kemarley BROWN,20JUL1992,JAM,11APR2015
66,10.11,1.4,Mosito LEHATA,08APR1989,LES,12APR2015
66,10.11,1.8,Daniel BAILEY,09SEP1986,ANT,09MAY2015
66,10.11,1.5,Maurice EADDY,04JUN1995,USA,17MAY2015
66,10.11,0.8,Jacques RIPARELLI,27MAR1983,ITA,05JUL2015
71,10.12,1.0,Justin WALKER,30NOV1990,USA,18APR2015
71,10.12,1.9,Ramil GULIYEV,29MAY1990,TUR,09MAY2015
71,10.12,0.4,Jalen MILLER,17JUN1995,USA,16MAY2015
71,10.12,1.4,Aaron ERNEST,08NOV1993,USA,10JUN2015
71,10.12,-1.2,James DASAOLU,05SEP1987,GBR,24JUL2015
71,10.12,1.4,Yohan BLAKE,26DEC1989,JAM,24JUL2015
71,10.12,0.4,Reza GHASEMI,24JUL1987,IRI,25JUL2015
78,10.13,1.5,Taffawee JOHNSON,10MAR1988,JAM,17MAY2015
78,10.13,1.9,Sven KNIPPHALS,20SEP1985,GER,06JUN2015
78,10.13,1.5,Anaso JOBODWANA,30JUL1992,RSA,08JUN2015
78,10.13,-0.3,Peimeng ZHANG,13MAR1987,CHN,22AUG2015
82,10.14,0.8,Tyquendo TRACEY,10JUN1993,JAM,25JUN2015
82,10.14,1.0,Michael FRATER,06OCT1982,JAM,25JUN2015
82,10.14,2.0,Noah LYLES,18JUL1997,USA,26JUN2015
82,10.14,1.9,Yancarlos MARTNEZ,08JUL1992,DOM,21JUL2015
86,10.15,1.9,Jamol JAMES,16JUL1992,TTO,02MAY2015
86,10.15,1.5,Keith RICKS,09OCT1990,USA,17MAY2015
86,10.15,1.6,Zharnel HUGHES,13JUL1995,AIA,30MAY2015
86,10.15,1.8,Brijesh LAWRENCE,27DEC1989,SKN,13JUN2015
86,10.15,1.1,Marcus DUNCAN,04DEC1986,TTO,27JUN2015
86,10.15,1.1,Akeem HAYNES,03NOV1992,CAN,03JUL2015
92,10.16,1.5,Darrell WESH,21FEB1992,USA,17MAY2015
92,10.16,1.7,Tremayne ACY,21JAN1995,USA,10JUN2015
92,10.16,1.1,Rondel SORRILLO,21JAN1986,TTO,27JUN2015
92,10.16,1.5,Justyn WARNER,28JUN1987,CAN,03JUL2015
92,10.16,0.8,Aziz OUHADI,24JUL1984,MAR,05JUL2015
92,10.16,1.8,Kukyoung KIM,19APR1991,KOR,09JUL2015
92,10.16,1.4,Yazaldes NASCIMENTO,17APR1986,POR,11JUL2015
92,10.16,1.6,Harry AIKINESARYEETEY,29AUG1988,GBR,18JUL2015
92,10.16,1.6,Sean SAFOANTWI,31OCT1990,GBR,18JUL2015
