Rank,Time,Wind,Name,Date of Birth,Nationality,Event Date
1,9.82,-0.2,Maurice GREENE,23JUL1974,USA,05AUG2001
2,9.88,2.0,Ato BOLDON,30DEC1973,TTO,13JUL2001
3,9.94,-0.2,Bernard WILLIAMS,19JAN1978,USA,05AUG2001
4,9.98,0.6,Francis OBIKWELU,22NOV1978,NGR,31AUG2001
5,9.99,-0.2,Dwain CHAMBERS,05APR1978,GBR,05AUG2001
6,10.02,2.0,Nobuharu ASAHARA,21JUN1972,JPN,13JUL2001
7,10.04,-0.2,Kim COLLINS,05APR1976,SKN,20JUL2001
7,10.04,0.4,Aziz ZAKARI,02SEP1976,GHA,20AUG2001
9,10.05,1.4,Leonard SCOTT,19JAN1980,USA,31MAY2001
10,10.06,1.8,Frank FREDERICKS,02OCT1967,NAM,02SEP2001
11,10.07,0.0,Christopher WILLIAMS,15MAR1972,JAM,22JUN2001
11,10.07,0.1,Deji ALIU,22NOV1975,NGR,04JUL2001
13,10.08,0.0,Justin GATLIN,10FEB1982,USA,02JUN2001
14,10.09,1.1,Shawn CRAWFORD,14JAN1978,USA,21JUN2001
14,10.09,0.5,Jon DRUMMOND,09SEP1968,USA,20JUL2001
16,10.1,1.6,Marcus BRUNSON,24APR1978,USA,31MAY2001
16,10.1,0.1,Brian LEWIS,05DEC1974,USA,04JUL2001
16,10.1,0.6,Curtis JOHNSON,24DEC1973,USA,17JUL2001
19,10.11,1.9,Matt SHIRVINGTON,25OCT1978,AUS,04MAR2001
19,10.11,1.5,Lindel FRATER,13NOV1977,JAM,19MAY2001
19,10.11,1.1,Dennis MITCHELL,20FEB1966,USA,21JUN2001
19,10.11,0.1,Bruny SURIN,12JUL1967,CAN,04JUL2001
19,10.11,-0.6,Freddy MAYOLA,01NOV1977,CUB,10JUL2001
19,10.11,-0.2,Christian MALCOLM,03JUN1979,GBR,05AUG2001
19,10.11,0.6,Uchenna EMEDOLU,17SEP1976,NGR,31AUG2001
26,10.12,-1.3,L EWISFRANCIS,04SEP1982,GBR,14APR2001
26,10.12,1.1,Patrick JARRETT,02OCT1977,JAM,28APR2001
28,10.13,1.9,Kenny BROKENBURR,29OCT1968,USA,04MAR2001
28,10.13,0.4,Llewellyn BREDWOOD,30APR1976,JAM,22JUN2001
28,10.13,0.7,Stphan BUCKLAND,12JAN1977,MRI,21JUL2001
31,10.14,0.0,Tim HARDEN,27JAN1974,USA,14APR2001
31,10.14,2.0,Aristotelis GAVELAS,10DEC1978,GRE,11SEP2001
33,10.15,0.4,Morne NAGEL,23MAR1978,RSA,23MAR2001
33,10.15,1.4,Konstantinos KENTERIS,11JUL1973,GRE,23JUN2001
35,10.16,0.7,Gerald WILLIAMS,24FEB1978,USA,22APR2001
35,10.16,1.6,Darvis PATTON,04DEC1977,USA,04MAY2001
35,10.16,1.3,Darren CAMPBELL,12SEP1973,GBR,05MAY2001
38,10.17,1.5,Eric PacomeNDRI,24MAR1978,CIV,07APR2001
38,10.17,2.0,Joshua NORMAN,26JUL1980,USA,18MAY2001
38,10.17,1.4,Sean LAMBERT,16AUG1982,GRN,31MAY2001
38,10.17,1.6,Andr DomingosDASILVA,26NOV1972,BRA,16JUN2001
38,10.17,1.0,Frdric KRANTZ,13SEP1978,FRA,30JUN2001
43,10.18,1.2,Jeffrey FOURTH,19JUN1979,USA,07APR2001
43,10.18,0.7,Mickey GRIMES,10OCT1976,USA,21JUN2001
43,10.18,1.0,Antoine BOUSSOMBO,18MAY1968,GAB,30JUN2001
46,10.19,1.7,Pierre BROWNE,14JAN1980,CAN,07APR2001
46,10.19,0.7,Jeff LAYNES,03OCT1970,USA,22APR2001
46,10.19,0.0,Dwight THOMAS,23SEP1980,JAM,22JUN2001
46,10.19,1.6,Oumar LOUM,31DEC1973,SEN,30JUN2001
46,10.19,0.2,Troy DOUGLAS,30NOV1962,NED,17AUG2001
51,10.2,1.2,Gerald WRIGHT, ,USA,07APR2001
51,10.2,1.8,Cludio RobertoSOUZA,14OCT1973,BRA,21APR2001
51,10.2,0.7,Kaaron CONWRIGHT,08AUG1976,USA,22APR2001
51,10.2,0.0,Donovan BAILEY,16DEC1967,CAN,27MAY2001
51,10.2,1.1,Nicolas MACROZONARIS,22AUG1980,CAN,16JUN2001
51,10.2,1.9,Haijian CHEN,05APR1980,CHN,23JUN2001
51,10.2,0.7,Francesco SCUDERI,04OCT1977,ITA,11JUL2001
58,10.21,1.4,Jacey HARPER,20MAY1980,TTO,31MAY2001
58,10.21, ,Godwin TAUYA, ,ZIM,03JUN2001
58,10.21,0.0,Julien DUNKLEY,20DEC1975,JAM,22JUN2001
58,10.21,0.5,Tommi HARTONEN,12MAY1977,FIN,23JUN2001
58,10.21,1.2,Tim GOEBEL,04MAR1982,GER,30JUN2001
58,10.21,1.0,Christophe CHEVAL,25FEB1971,FRA,30JUN2001
64,10.22,0.1,Terrance NEWMAN,04SEP1978,USA,24MAR2001
64,10.22,2.0,Kenneth ANDAM,08JAN1976,GHA,04MAY2001
64,10.22, ,Philip MUKOMANA,21APR1974,ZIM,03JUN2001
64,10.22,1.6,Kenji NARA,26DEC1979,JPN,14JUL2001
64,10.22,2.0,Joshua JJOHNSON,10MAY1976,USA,14JUL2001
64,10.22,1.7,Łukasz CHYŁA,31MAR1981,POL,28JUL2001
70,10.23,1.8,Raphael RaymundoDEOLIVEIRA,05FEB1979,BRA,21APR2001
70,10.23,1.6,Anninos MARKOULLIDES,08FEB1971,CYP,30MAY2001
70,10.23,1.6,Lewis TURNER,1977,USA,31MAY2001
70,10.23,0.9,Jason GARDENER,18SEP1975,GBR,08JUN2001
70,10.23,0.9,Ricardo WILLIAMS,29SEP1976,JAM,22JUN2001
70,10.23,1.9,Gennadiy CHERNOVOL,06JUN1976,KAZ,23JUN2001
70,10.23,0.2,Marcin KRZYWAŃSKI,29AUG1975,POL,29JUN2001
70,10.23,1.6,Shingo KAWABATA,15MAY1978,JPN,14JUL2001
78,10.24,0.0,Darrel BROWN,11OCT1984,TTO,14APR2001
78,10.24,0.2,Jonathan CARTER,05MAY1972,USA,21JUN2001
78,10.24,1.1,Jamal AbdullahALSAFFAR,24OCT1971,KSA,03JUL2001
78,10.24,1.7,Christopher LAMBERT,06APR1981,GBR,14JUL2001
82,10.25,0.4,Kevin BRAUNSKILL,31MAR1969,USA,23MAR2001
82,10.25,1.0,Patrick JOHNSON,26SEP1972,AUS,24MAR2001
82,10.25, ,De MarioWESLEY,20APR1980,USA,12MAY2001
82,10.25,-0.5,Obadele THOMPSON,30MAR1976,BAR,19MAY2001
82,10.25,1.5,Aaron EGBELE,29JAN1979,NGR,19MAY2001
82,10.25,0.8,Salem MubarakALYAMI,09FEB1982,KSA,14JUN2001
82,10.25,1.6,Ibrahim MEIT,18NOV1976,CIV,05JUL2001
82,10.25,2.0,Corn DUPLESSIS,20MAR1978,RSA,14JUL2001
82,10.25, ,Chinedu ORIALA,17DEC1981,NGR,22JUL2001
82,10.25,2.0,Dejan VOJNOVIĆ,23MAR1975,CRO,11SEP2001
82,10.25,0.5,Hanzhao YIN,18FEB1976,CHN,18NOV2001
82,10.25,0.5,Yang IILIU,16MAR1980,CHN,18NOV2001
94,10.26,1.0,Paul DIBELLA,12FEB1977,AUS,24MAR2001
94,10.26,-0.8,Devon WARD,10NOV1980,USA,24MAR2001
94,10.26,1.6,Michael FRATER,06OCT1982,JAM,04MAY2001
94,10.26,2.0,Jabari FIELDS,10SEP1981,USA,18MAY2001
94,10.26,1.8,Okechukwu RaymondEJIOGU,1976,NGR,19MAY2001
94,10.26,0.3,Marco TORRIERI,14MAY1978,ITA,16JUN2001
94,10.26,0.5,John ERTZGAARD,18JUN1977,NOR,23JUN2001
