Rank,Time,Wind,Name,Date of Birth,Nationality,Event Date
43,10.07,0.9,Michael CAMPBELL,29NOV1996,JAM,23JUN2017
43,10.07,0.8,Kukyoung KIM,19APR1991,KOR,27JUN2017
43,10.07,1.8,Shuhei TADA,24JUN1996,JPN,09SEP2017
47,10.08,1.8,Adam GEMILI,06OCT1993,GBR,14APR2017
47,10.08,-1.2,Asafa POWELL,23NOV1982,JAM,05MAY2017
47,10.08,2.0,Emile ERASMUS,03APR1992,RSA,13MAY2017
47,10.08,1.9,Shota IIZUKA,25JUN1991,JPN,04JUN2017
47,10.08,-0.9,Aska CAMBRIDGE,31MAY1993,JPN,23JUN2017
47,10.08,1.8,Keston BLEDMAN,08MAR1988,TTO,23JUN2017
53,10.1,-1.1,Charles SILMON,04JUL1991,USA,25MAY2017
53,10.1,1.8,Emmanuel CALLENDER,10MAY1984,TTO,24JUN2017
53,10.1,0.2,Julian REUS,29APR1988,GER,08JUL2017
56,10.11,1.2,Leshon COLLINS,11DEC1993,USA,29APR2017
56,10.11,1.0,Elijah HALLTHOMPSON,22AUG1994,USA,13MAY2017
56,10.11,0.7,Alex WILSON,19SEP1990,SUI,27MAY2017
56,10.11,0.4,Mosito LEHATA,08APR1989,LES,05JUN2017
56,10.11,1.3,Kenzo COTTON,13MAY1996,USA,07JUN2017
56,10.11,1.9,Diego ArmandoRODRIGUEZMURILLO,29MAR1997,COL,23JUN2017
62,10.12,-1.6,Zharnel HUGHES,13JUL1995,GBR,11MAR2017
62,10.12,1.1,Tlotliso GiftLEOTLELA,12MAY1998,RSA,18MAR2017
62,10.12,-0.6,Everton CLARKE,24DEC1992,JAM,07APR2017
62,10.12,0.4,Andrew FISHER,15DEC1991,BRN,10MAY2017
62,10.12,0.8,Damarcus SIMPSON,14JUL1993,USA,07JUN2017
62,10.12,1.6,Tony BROWN,13JUL1995,USA,07JUN2017
62,10.12,0.2,Ojie EURUN,02JUN1996,GBR,17JUN2017
62,10.12,2.0,Gavin SMELLIE,26JUN1986,CAN,17JUN2017
62,10.12,0.5,Tyquendo TRACEY,10JUN1993,JAM,23JUN2017
71,10.13,1.2,Femi OGUNODE,15MAY1991,QAT,25APR2017
71,10.13,1.4,Andre EWERS,07JUN1995,JAM,05MAY2017
71,10.13,1.9,Shota HARA,18JUL1992,JPN,04JUN2017
71,10.13,0.2,Sean MCLEAN,23MAR1992,USA,22JUN2017
71,10.13,1.6,Harry AIKINESARYEETEY,29AUG1988,GBR,22JUL2017
71,10.13,1.6,Alex QUINEZ,11AUG1989,ECU,21NOV2017
77,10.14,1.4,Just NTHYMES,24JAN1994,USA,30MAR2017
77,10.14,-1.1,Chavaughn WALSH,29DEC1987,ANT,25MAY2017
77,10.14,0.8,Otieno ODHIAMBO,11MAY1993,KEN,10JUN2017
77,10.14,1.5,Remontay MCCLAIN,21SEP1992,USA,22JUN2017
81,10.15,2.0,Anthony SCHWARTZ,05SEP2000,USA,31MAR2017
81,10.15,1.0,Julius MORRIS,14APR1994,MNT,14MAY2017
81,10.15,0.9,Filippo TORTU,15JUN1998,ITA,25MAY2017
81,10.15,0.2,Jevaughn MINZIE,20JUL1995,JAM,10JUN2017
81,10.15,0.2,Aaron BROWN,27MAY1992,CAN,15JUN2017
81,10.15,1.8,Rondel SORRILLO,21JAN1986,TTO,24JUN2017
81,10.15,2.0,Kemar HYMAN,11OCT1989,CAY,14JUL2017
81,10.15,0.9,Jn VOLKO,02NOV1996,SVK,04AUG2017
89,10.16,1.5,Ryan SHIELDS,12MAY1983,JAM,27MAY2017
89,10.16,0.3,Dentarius LOCKE,12DEC1989,USA,03JUN2017
89,10.16,1.5,Chad WALKER,14APR1997,JAM,03JUN2017
89,10.16,0.5,Lykourgos StefanosTSAKONAS,08MAR1990,GRE,04JUN2017
89,10.16,0.4,Ramon GITTENS,20JUL1987,BAR,05JUN2017
89,10.16,1.8,Kyle GREAUX,26APR1988,TTO,24JUN2017
89,10.16,1.1,Anaso JOBODWANA,30JUL1992,RSA,11NOV2017
96,10.17,1.6,Reynier MENA,21NOV1996,CUB,15MAR2017
96,10.17,-0.6,Ronald LEVY,30OCT1992,JAM,07APR2017
96,10.17,0.2,Diego PALOMEQUE,05DEC1993,COL,29APR2017
96,10.17,-1.1,Antoine ADAMS,31AUG1988,SKN,25MAY2017
96,10.17,0.6,Bolade AJOMALE,31AUG1995,CAN,27MAY2017
