Rank,Time,Wind,Name,Date of Birth,Nationality,Event Date
39,10.08,1.9,Harry AIKINESARYEETEY,29AUG1988,GBR,13JUL2013
39,10.08,0.5,Julian REUS,29APR1988,GER,02AUG2013
43,10.09,2.0,Alex QUINEZ,11AUG1989,ECU,25MAY2013
43,10.09,1.8,Marvin BRACY,15DEC1993,USA,21JUL2013
45,10.1,1.6,Anaso JOBODWANA,30JUL1992,RSA,24MAY2013
45,10.1,0.1,Joel FEARON,11OCT1988,GBR,07JUL2013
45,10.1,0.0,Richard KILTY,02SEP1989,GBR,31AUG2013
45,10.1,0.7,Ryan BAILEY,13APR1989,USA,08SEP2013
49,10.11,0.7,Ryota YAMAGATA,10JUN1992,JPN,08JUN2013
49,10.11,1.6,Jeff DEMPS,08JAN1990,USA,08JUN2013
49,10.11,1.0,Sheldon MITCHELL,19JUL1990,JAM,20JUN2013
52,10.12,1.0,Oshane BAILEY,08SEP1989,JAM,20JUN2013
52,10.12,1.8,Alex WILSON,19SEP1990,SUI,06JUL2013
52,10.12,0.8,Dontae RICHARDSKWOK,01MAR1989,CAN,02AUG2013
52,10.12,2.0,Julian FORTE,07JAN1993,JAM,21AUG2013
56,10.13,1.9,Alonso EDWARD,08DEC1989,PAN,11MAY2013
56,10.13,0.1,Keith RICKS,09OCT1990,USA,21MAY2013
56,10.13,1.4,Andrew HINDS,25APR1984,BAR,05JUL2013
59,10.14,1.6,Ameer WEBB,19MAR1991,USA,30MAR2013
59,10.14,0.9,Darrell WESH,21FEB1992,USA,20APR2013
59,10.14, ,Trayvon BROMELL,10JUL1995,USA,25APR2013
59,10.14,1.0,Sam EFFAH,29DEC1988,CAN,04MAY2013
59,10.14,1.9,Richard THOMPSON,07JUN1985,TTO,08JUN2013
59,10.14,0.5,Emre ZaferBARNES,07NOV1988,JAM,20JUN2013
59,10.14,1.9,Andrew ROBERTSON,17DEC1990,GBR,13JUL2013
66,10.15,0.3,Jermaine HAMILTON,22OCT1984,JAM,09FEB2013
66,10.15,0.2,Hassan TAFTIAN,04MAY1993,IRI,15JUN2013
66,10.15,1.5,Kimmari ROACH,17APR1989,JAM,08JUL2013
66,10.15,1.8,ngelDavid RODRGUEZ,25APR1980,ESP,13JUL2013
70,10.16, ,Frederick AGBADJE,1988,NGR,10MAY2013
70,10.16,1.1,Suwaibou SANNEH,10MAR1990,GAM,30MAY2013
70,10.16,0.7,Jos CarlosMOREIRA,28SEP1983,BRA,06JUN2013
70,10.16,0.8,Adam HARRIS,21JUL1987,GUY,08JUN2013
70,10.16,1.5,Denis DIMITROV,10FEB1994,BUL,15JUN2013
70,10.16,0.2,Reza GHASEMI,24JUL1987,IRI,15JUN2013
70,10.16,0.9,Kenroy ANDERSON,27JUN1987,JAM,20JUN2013
70,10.16,1.2,Shavez HART,06SEP1992,BAH,05JUL2013
78,10.17,0.0,Jefferson LIBERATO,17OCT1990,BRA,29JUN2013
78,10.17,0.8,James ELLINGTON,06SEP1985,GBR,30JUN2013
80,10.18,1.6,Aaron ERNEST,08NOV1993,USA,30MAR2013
80,10.18,0.5,eshW OODSON,06SEP1993,USA,12MAY2013
80,10.18,-0.4,Jeff HENDERSON,19FEB1989,USA,25MAY2013
80,10.18,1.5,Jason YOUNG,21MAR1991,JAM,08JUN2013
80,10.18,-1.6,Ogho OgheneEGWERO,26NOV1988,NGR,20JUN2013
85,10.19,0.0,Ryan MILUS,19SEP1990,USA,27APR2013
85,10.19,0.1,Michael TUMI,12FEB1990,ITA,19MAY2013
85,10.19,1.0,Dexter LEE,18JAN1991,JAM,20JUN2013
85,10.19,1.9,L EWISFRANCIS,04SEP1982,GBR,13JUL2013
85,10.19,0.4,Justyn WARNER,28JUN1987,CAN,02AUG2013
85,10.19,0.3,Takumi KUKI,18MAY1992,JPN,06SEP2013
91,10.2,1.5,Dario HORVAT,25FEB1992,CRO,11MAY2013
91,10.2,1.4,Rasheed DWYER,29JAN1989,JAM,18MAY2013
91,10.2,0.5,Taffawee JOHNSON,10MAR1988,JAM,20JUN2013
91,10.2,0.7,Gavin SMELLIE,26JUN1986,CAN,07JUL2013
91,10.2,1.9,Josh SWARAY,02FEB1986,GBR,13JUL2013
91,10.2,0.5,Sven KNIPPHALS,20SEP1985,GER,02AUG2013
97,10.21,0.3,Everton CLARKE,24DEC1992,JAM,09FEB2013
97,10.21,0.2,Rondel SORRILLO,21JAN1986,TTO,08MAY2013
97,10.21,1.1,Adam ZAVACK,27JUN1988,SVK,18MAY2013
97,10.21,1.3,Tevin HESTER,10JAN1994,USA,23MAY2013
