Rank,Time,Wind,Name,Date of Birth,Nationality,Event Date
43,10.15,0.9,Wallace SPEARMON,24DEC1984,USA,14JUL2010
43,10.15,0.6,L EWISFRANCIS,04SEP1982,GBR,06OCT2010
45,10.16,1.8,Masashi ERIGUCHI,17DEC1988,JPN,05JUN2010
45,10.16,-0.2,Simone COLLIO,27DEC1979,ITA,30JUN2010
45,10.16,0.8,Jimmy VICAUT,27FEB1992,FRA,03JUL2010
45,10.16,-0.9,Dexter LEE,18JAN1991,JAM,09JUL2010
49,10.17,1.8,Aaron ROUGESERRET,21JAN1988,AUS,26MAR2010
49,10.17,1.3,Marcus ROWLAND,11MAR1990,USA,16MAY2010
49,10.17,-1.2,Emanuele DIGREGORIO,13DEC1980,ITA,28JUL2010
52,10.18,1.5,Patrick JOHNSON,26SEP1972,AUS,19FEB2010
52,10.18,1.2,Ryan MOSELEY,08OCT1982,AUT,04JUN2010
52,10.18,-1.0,Francis OBIKWELU,22NOV1978,POR,28JUL2010
52,10.18,1.9,Amr IbrahimMostafaSEOUD,10JUN1986,EGY,29JUL2010
52,10.18,0.2,Marlon DEVONISH,01JUN1976,GBR,08AUG2010
57,10.19,0.8,Darvis PATTON,04DEC1977,USA,17APR2010
57,10.19,1.3,Rondel SORRILLO,21JAN1986,TTO,16MAY2010
57,10.19,1.3,Luther AMBROSE,04OCT1988,USA,27MAY2010
57,10.19,0.6,Adrian GRIFFITH,11NOV1984,BAH,06OCT2010
61,10.2,-1.0,Ahmad RASHAD,12DEC1987,USA,16MAY2010
61,10.2,0.4,Kim COLLINS,05APR1976,SKN,26JUN2010
63,10.21,BenjaminADUKWA,N OV,NGR,2,1135
10.21,0.6,FredROSE,J UL,USA,1f2,1135
10.21,1.2,NilsonAndreDEOLIVEIRA,J AN,BRA,7f1,1135
10.21,1.2,YiLAO,O CT,CHN,1,1135
10.21,0.5,MarvinANDERSON,M AY,JAM,1,1135
10.21,0.8,PeterEMELIEZE,A PR,NGR,1h7,1135
10.22,0.1,JerelHILL,S EP,USA,1f2,1132
10.22,0.5,FabioCERUTTI,S EP,ITA,1,1132
10.22,1.2,RonaldPOGNON,N OV,FRA,1h1,1132
10.22,0.5,AinsleyWAUGH,S EP,JAM,4,1132
10.23,1.5,MatthewDAVIES,A PR,AUS,2,1128
10.23,1.6,BrianMARIANO,J AN,AHO,3f1,1128
10.23,0.5,JavonYOUNG,A UG,USA,1f1,1128
10.23,0.4,LeePROWELL,J AN,GUY,1h5,1128
10.23,1.2,TyroneEDGAR,M AR,GBR,4h2,1128
10.23,2.0,KukyoungKIM,A PR,KOR,1sf1,1128
10.23,0.2,JamesELLINGTON,S EP,GBR,1,1128
10.23,0.0,RikkiFIFTON,J UN,GBR,1f1,1128
10.23,1.1,&#193;ngelDavidRODR&#205;GUEZ,A PR,ESP,4f1,1128
10.23,-0.6,JamesDASAOLU,S EP,GBR,2,1131
10.23,1.0,JanVELEBA,D EC,CZE,1f1,1128
10.23,-0.7,CharlesSILMON,J UL,USA,2,1132
10.24,-0.2,AlonsoEDWARD,D EC,PAN,1,1126
10.24,-0.3,ShawnCRAWFORD,J AN,USA,5,1126
10.24,1.3,EvanderWELLS,D EC,USA,4,1125
10.24,1.5,OtisMCDANIEL,J UN,USA,1f1,1125
10.24,0.6,RamilGULIYEV,M AY,AZE,2,1125
10.24,0.6,RytisSAKALAUSKAS,J UN,LTU,2,1125
10.25,1.4,RakieemSALAAM,A PR,USA,2,1122
10.25,1.2,CurtisMITCHELL,M AR,USA,1f1,1122
10.25,0.3,GiovanniTOMASICCHIO,M AR,ITA,1f1,1122
10.25,1.8,JoshuaNORMAN,J UL,USA,1f1,1122
10.25,-0.5,JosephObinnaMETU,J UL,NGR,1,1125
10.25,TremayneGILLING, ,J UL,GBR,1,1122
10.25,2.0,FINDLAY,M AR,GBR,1f13,1122
10.25,1.0,RubinWILLIAMS,J UL,USA,2,1122
10.25,FemiOGUNODE, ,M AY,QAT,1,1122
10.26,0.2,MarcusDUNCAN,D EC,TTO,1h2,1118
