Rank,Time,Wind,Name,Date of Birth,Nationality,Event Date
73,10.21,-2.7,Stphan BUCKLAND,12JAN1977,MRI,18APR2004
73,10.21,1.3,Ainsley WAUGH,17SEP1981,JAM,01MAY2004
73,10.21,0.8,Anthony BUCHANAN,10SEP1981,USA,15MAY2004
73,10.21,1.0,Hiroyasu TSUCHIE,14JUN1974,JPN,06JUN2004
73,10.21,1.7,Jonathan BROWN,19MAR1981,USA,11JUN2004
73,10.21,-0.3,Darren CAMPBELL,12SEP1973,GBR,02JUL2004
73,10.21,0.7,Roland NMETH,19SEP1974,HUN,14JUL2004
80,10.22,1.4,Da BryanBLANTON,03JUL1984,USA,03APR2004
80,10.22,1.3,Juan SAINFLEUR,17DEC1982,DOM,01MAY2004
80,10.22,1.9,Airese CURRIE,16NOV1982,USA,08MAY2004
80,10.22,1.7,Alexander KOSENKOW,14MAR1977,GER,29MAY2004
80,10.22,-0.5,Dwight PHILLIPS,01OCT1977,USA,09JUN2004
80,10.22,1.4,Ronny OSTWALD,07APR1974,GER,10JUL2004
80,10.22,0.8,Tim HARDEN,27JAN1974,USA,10JUL2004
80,10.22,-0.1,Joshua ROSS,09FEB1981,AUS,21AUG2004
88,10.23,1.1,Idrissa SANOU,12JUN1977,BUR,05JUN2004
88,10.23,0.0,Yunbao SHEN,28JUL1976,CHN,01AUG2004
90,10.24,1.8,Dusty STAMER,28APR1982,USA,10JUN2004
91,10.25,1.5,Anson HENRY,09MAR1979,CAN,10JUL2004
91,10.25,0.3,Ambrose EZENWA,10APR1977,NGR,11JUL2004
91,10.25,1.5,J MeeSAMUELS,20MAY1987,USA,11JUL2004
91,10.25,1.4,Andrey YEPISHIN,10JUN1981,RUS,20JUL2004
91,10.25,-0.8,Dmitro BARSKI,17FEB1981,UKR,24JUL2004
96,10.26,1.4,Shomari WILSON,06JUN1976,USA,20MAR2004
96,10.26,0.6,Ricardo WILLIAMS,29SEP1976,JAM,24APR2004
96,10.26,-0.1,Salem MubarakALYAMI,09FEB1982,KSA,09JUN2004
96,10.26,-1.3,Sergey BYCHKOV,01SEP1975,RUS,24JUL2004
96,10.26,-0.2,Christian MALCOLM,03JUN1979,GBR,30JUL2004
