Rank,Time,Wind,Name,Date of Birth,Nationality,Event Date
32,10.14,0.2,Uchenna EMEDOLU,17SEP1976,NGR,11FEB2006
32,10.14,1.2,Da BryanBLANTON,03JUL1984,USA,22APR2006
32,10.14,0.7,Chauncey HARRIS,21SEP1983,USA,14MAY2006
32,10.14,1.3,Matic OSOVNIKAR,19JAN1980,SLO,08AUG2006
36,10.15,1.6,Dwight PHILLIPS,01OCT1977,USA,06MAY2006
36,10.15,1.6,Mardy SCALES,10SEP1981,USA,06MAY2006
36,10.15,0.8,Ainsley WAUGH,17SEP1981,JAM,06JUL2006
39,10.16,1.5,Marlon DEVONISH,01JUN1976,GBR,11JUN2006
39,10.16,1.3,L EWISFRANCIS,04SEP1982,GBR,08AUG2006
41,10.17,1.6,Jeff LAYNES,03OCT1970,USA,06MAY2006
41,10.17,1.5,Bernard WILLIAMS,19JAN1978,USA,21MAY2006
41,10.17,1.5,Trell KIMMONS,13JUL1985,USA,21MAY2006
41,10.17,1.3,Dariusz KUĆ,24APR1986,POL,27MAY2006
45,10.18,1.7,Patrick JOHNSON,26SEP1972,AUS,26JAN2006
45,10.18,1.9,Ambrose EZENWA,10APR1977,AUS,26JAN2006
45,10.18,1.2,Deji ALIU,22NOV1975,NGR,20AUG2006
48,10.19,1.1,Tyrone EDGAR,29MAR1982,GBR,15JUL2006
48,10.19,1.2,Darvis PATTON,04DEC1977,USA,08AUG2006
48,10.19,1.2,Luca VERDECCHIA,24MAY1978,ITA,20AUG2006
51,10.2,1.7,Ernest WIGGINS,18JUN1982,USA,01APR2006
51,10.2,0.1,Anthony BUCHANAN,10SEP1981,USA,06MAY2006
51,10.2,-1.6,Nesta CARTER,10NOV1985,JAM,04JUN2006
51,10.2,0.2,Jordan VADEN,15SEP1978,USA,23JUN2006
51,10.2,2.0,Jacey HARPER,20MAY1980,TTO,25JUL2006
56,10.21, ,Brandon MYERS,21NOV1987,USA,01APR2006
56,10.21,1.8,Yhann PLUMMER,03FEB1983,JAM,06MAY2006
56,10.21,1.6,Jan ŽUMER,09JUN1982,SLO,12JUL2006
56,10.21,-0.6,Chinedu ORIALA,17DEC1981,NGR,30JUL2006
56,10.21,1.1,Yaozu YANG,09JAN1981,CHN,16SEP2006
61,10.22,0.9,Aziz ZAKARI,02SEP1976,GHA,20MAR2006
61,10.22,-0.3,Marquis DAVIS,14AUG1980,USA,13MAY2006
61,10.22,0.3,Vicente LENILSONDELIMA,04JUN1977,BRA,26MAY2006
61,10.22,1.3,Kostyantin VASYUKOV,10JAN1981,UKR,14JUL2006
65,10.23,1.9,Daniel BATMAN,20MAR1981,AUS,26JAN2006
65,10.23,1.8,Joshua ROSS,09FEB1981,AUS,19MAR2006
65,10.23,1.8,Stphan BUCKLAND,12JAN1977,MRI,09APR2006
65,10.23,-1.2,Phillip FRANCIS,26APR1983,USA,29APR2006
65,10.23,1.8,Jamaal CHARLES,27DEC1986,USA,14MAY2006
65,10.23,1.0,Christopher HARGRETT,02AUG1984,USA,27MAY2006
65,10.23,1.8,Garry JONES,24JUL1984,USA,27MAY2006
65,10.23,0.0,Jos CarlosMOREIRA,28SEP1983,BRA,07JUN2006
65,10.23,1.8,Ricardo WILLIAMS,29SEP1976,JAM,12JUL2006
65,10.23,-0.3,Kaaron CONWRIGHT,08AUG1976,USA,24JUL2006
65,10.23,1.7,Pierre BROWNE,14JAN1980,CAN,04AUG2006
76,10.24,1.9,Joshua NORMAN,26JUL1980,USA,15APR2006
76,10.24,1.1,Rodney MARTIN,22DEC1982,USA,29APR2006
76,10.24,1.0,Leroy DIXON,20JUN1983,USA,27MAY2006
76,10.24,1.0,Greg BOLDEN,30JUN1984,USA,27MAY2006
76,10.24,1.9,Ronny OSTWALD,07APR1974,GER,17JUN2006
76,10.24,1.0,ngelDavid RODRGUEZ,25APR1980,ESP,22JUL2006
82,10.25,-1.1,Jerome AVERY,22DEC1978,USA,15APR2006
82,10.25,0.0,Heber VIERA,29APR1979,URU,07JUN2006
82,10.25,0.6,Tim ABEYIE,07NOV1982,GBR,08JUN2006
82,10.25,0.0,Erik WIJMEERSCH,23JAN1970,BEL,11JUN2006
82,10.25,1.5,John WOODS,19JUN1982,USA,14JUL2006
82,10.25,1.9,Oudre KANKARAFOU,08DEC1983,FRA,21JUL2006
82,10.25,1.0,Daniel AlfonsoGRUESO,30JUL1985,COL,02SEP2006
82,10.25,1.1,Naoki TSUKAHARA,10MAY1985,JPN,09SEP2006
90,10.26,1.7,Matt SHIRVINGTON,25OCT1978,AUS,26JAN2006
90,10.26,1.9,Adam MILLER,22JUN1984,AUS,18FEB2006
90,10.26,0.0,Michael RODGERS,24APR1985,USA,08APR2006
90,10.26,1.1,Caimin DOUGLAS,11MAY1977,NED,03JUN2006
90,10.26,1.0,Wesley FELIX,21JUL1983,USA,04JUN2006
90,10.26,0.8,Christian MALCOLM,03JUN1979,GBR,06JUL2006
90,10.26,1.6,F INDLAY,20MAR1978,GBR,26JUL2006
90,10.26,1.2,Emmanuel FelixCHILAKA,21DEC1983,NGR,20AUG2006
90,10.26,1.5,Shingo SUETSUGU,02JUN1980,JPN,07OCT2006
99,10.27,0.5,Sherwin VRIES,22MAR1980,RSA,20JAN2006
99,10.27,JohnBIACOFSKY,J UN,USA,1,1115
