Rank,Time,Wind,Name,Date of Birth,Nationality,Event Date
28,10.09,0.0,Erick LWILSON,20JAN1982,USA,09MAY2003
28,10.09,1.0,Rae MonzavousEDWARDS,07MAY1981,USA,19JUN2003
28,10.09,-0.6,Julien DUNKLEY,20DEC1975,JAM,17AUG2003
28,10.09,0.7,Ato BOLDON,30DEC1973,TTO,24AUG2003
33,10.11,0.0,Kenny BROKENBURR,29OCT1968,USA,17MAY2003
33,10.11,1.5,Francis OBIKWELU,22NOV1978,POR,15AUG2003
35,10.12,0.6,Eric NKANSAH,12DEC1974,GHA,06SEP2003
36,10.13,1.3,Morne NAGEL,23MAR1978,RSA,11APR2003
36,10.13,0.9,Marquis DAVIS,14AUG1980,USA,18MAY2003
36,10.13,1.1,Michael FRATER,06OCT1982,JAM,30MAY2003
36,10.13,0.0,Ronald POGNON,16NOV1982,FRA,06AUG2003
40,10.14,1.4,Kaaron CONWRIGHT,08AUG1976,USA,19APR2003
40,10.14,0.4,Alexander KOSENKOW,14MAR1977,GER,03AUG2003
42,10.15,1.1,Brian LEWIS,05DEC1974,USA,19JUN2003
42,10.15,-0.4,Freddy MAYOLA,01NOV1977,CUB,18AUG2003
42,10.15,-0.6,Olusoji AdetokunboFASUBA,09JUL1984,NGR,30OCT2003
45,10.16,0.0,Steve MULLINGS,29NOV1982,JAM,09MAY2003
45,10.16,0.9,Pierre BROWNE,14JAN1980,CAN,18MAY2003
47,10.17,0.0,Tyson GAY,09AUG1982,USA,09MAY2003
47,10.17,0.4,Aristotelis GAVELAS,10DEC1978,GRE,09JUN2003
47,10.17,0.4,Christoforos CHOIDES,10SEP1978,GRE,09JUN2003
47,10.17,1.0,Salem MubarakALYAMI,09FEB1982,KSA,25JUN2003
47,10.17,1.3,Aaron ARMSTRONG,14OCT1977,TTO,09JUL2003
47,10.17,0.0,Jason GARDENER,18SEP1975,GBR,31JUL2003
47,10.17,0.7,Georgios THEODORIDIS,12DEC1972,GRE,24AUG2003
47,10.17,0.4,Haijian CHEN,05APR1980,CHN,12SEP2003
55,10.18,0.0,Tyree GAILES,24FEB1983,USA,09MAY2003
55,10.18,0.9,Sammie PARKER,25MAR1981,USA,17MAY2003
55,10.18,-0.1,Konstantin RURAK,09APR1974,UKR,03JUL2003
58,10.19,0.9,Bennie CHAPMAN,24JAN1979,USA,17MAY2003
58,10.19,2.0,Eddy DELEPINE,30MAR1984,FRA,07JUN2003
58,10.19, ,Jacey HARPER,20MAY1980,TTO,20JUN2003
58,10.19,1.8,Prodromos KATSANTONIS,20OCT1975,CYP,21JUN2003
58,10.19,0.6,Dwight THOMAS,23SEP1980,JAM,25AUG2003
63,10.2,0.7,Edson LucianoRIBEIRO,08DEC1972,BRA,15JUN2003
63,10.2,-0.1,Gbor OS,21FEB1976,HUN,29JUN2003
63,10.2,-0.8,Ricardo WILLIAMS,29SEP1976,JAM,10AUG2003
63,10.2,-0.6,Stphan BUCKLAND,12JAN1977,MRI,17AUG2003
63,10.2,-0.6,Tamunosiki ATORUDIBO,21MAR1985,NGR,30OCT2003
68,10.21,2.0,Lindel FRATER,13NOV1977,JAM,29APR2003
68,10.21,0.7,Jarbas MASCARENHASJNIOR,25AUG1980,BRA,15JUN2003
68,10.21,0.8,Sheldon MORANT,21JUN1980,JAM,04JUL2003
68,10.21,0.9,Jerome AVERY,22DEC1978,USA,12JUL2003
68,10.21,1.8,Issa AimNTHEPE,26JUN1973,FRA,25JUL2003
73,10.22,1.7,Christie VANWYK,12OCT1977,NAM,22MAR2003
73,10.22,1.1,Ernest WIGGINS,18JUN1982,USA,11MAY2003
73,10.22,1.4,Jabari FIELDS,10SEP1981,USA,30MAY2003
73,10.22,1.6,Yuta KANNO,13DEC1980,JPN,08JUN2003
73,10.22,1.7,Christian MALCOLM,03JUN1979,GBR,12JUN2003
73,10.22, ,Niconnor ALEXANDER,04FEB1977,TTO,20JUN2003
73,10.22,0.8,Fabrice CALLIGNY,07NOV1981,FRA,04JUL2003
73,10.22,1.4,Matic OSOVNIKAR,19JAN1980,SLO,26JUL2003
73,10.22,0.7,Mardy SCALES,10SEP1981,USA,06AUG2003
73,10.22,-1.0,Aaron EGBELE,29JAN1979,NGR,11OCT2003
83,10.23,2.0,Hiroyasu TSUCHIE,14JUN1974,JPN,29APR2003
83,10.23,-0.4,Vicente LENILSONDELIMA,04JUN1977,BRA,11MAY2003
83,10.23,0.7,Olan COLEMAN,29JUL1980,USA,24MAY2003
83,10.23,0.9,Tyrone EDGAR,29MAR1982,GBR,08AUG2003
83,10.23,0.8,Nobuharu ASAHARA,21JUN1972,JPN,24AUG2003
88,10.24,1.1,Tesfa LATTY,09NOV1984,JAM,05APR2003
88,10.24,0.6,Taiwo AJIBADE,17JUN1983,NGR,12APR2003
88,10.24,0.2,Marvin ANDERSON,12MAY1982,JAM,12APR2003
88,10.24,2.0,Dwight PHILLIPS,01OCT1977,USA,10MAY2003
88,10.24,1.8,Anthony BUCHANAN,10SEP1981,USA,17MAY2003
88,10.24,1.5,Chris STEWART,06MAR1980,USA,19MAY2003
88,10.24,0.4,Ronny OSTWALD,07APR1974,GER,03AUG2003
88,10.24,1.7,Patrick JARRETT,02OCT1977,JAM,23AUG2003
88,10.24, ,Leigh JULIUS,25MAR1985,RSA,07DEC2003
97,10.25,2.0,Kazuki ISHIKURA,01OCT1980,JPN,29APR2003
97,10.25,0.6,Brendan CHRISTIAN,11DEC1983,ANT,18MAY2003
97,10.25,1.5,Cludio RobertoSOUZA,14OCT1973,BRA,31MAY2003
97,10.25, ,Shingo KAWABATA,15MAY1978,JPN,27OCT2003
